Street,ID,Match
,vol16_123.tif-3,False
CALEDON,vol16_123.tif-4,True
ST. VINCENT,vol16_037.tif-4,False
CHAPEL,vol16_379.tif-3,True
,vol16_113.tif-4,False
HARRINGTON,vol16_037.tif-1,True
Dr. ABDARAMAN,vol16_113.tif-1,False
HANOVER,vol16_113.tif-3,True
HANOVER,vol16_113.tif-2,True
WILLIAM,vol16_262.tif-2,True
DE KORTES,vol16_262.tif-3,False
,vol16_262.tif-1,False
WILLIAM,vol16_262.tif-4,True
,vol16_287.tif-3,False
,vol16_160.tif-3,False
,vol16_160.tif-2,False
VICTORIA,vol16_160.tif-1,False
SPRINGFIELD,vol16_160.tif-4,True
ROELAND,vol16_091.tif-4,True
MCINTYRE,vol16_091.tif-2,False
,vol16_091.tif-3,False
OAK,vol16_091.tif-1,True
HANOVER,vol16_107.tif-2,True
KENT,vol16_107.tif-3,True
HARRINGTON,vol16_107.tif-1,True
ASPELING,vol16_107.tif-4,True
COMBRINCK,vol16_159.tif-3,False
,vol16_159.tif-2,False
CALEDON,vol16_159.tif-1,True
CALEDON,vol16_253.tif-2,True
,vol16_253.tif-3,False
STIRLING,vol16_253.tif-1,True
HANOVER,vol16_065.tif-3,True
,vol16_065.tif-2,False
CHATHAM,vol16_178.tif-3b,True
CHATHAM,vol16_178.tif-3c,True
AYRE,vol16_065.tif-4,True
MUIR,vol16_042.tif-2,True
WORCESTER,vol16_042.tif-3,True
SIRDOWRY,vol16_042.tif-1,False
WILLIAM,vol16_042.tif-4,True
MILTON,vol16_281.tif-3,False
CONSTITUTION,vol16_281.tif-2,True
DE VILLIERS,vol16_281.tif-1,True
,vol16_281.tif-4,False
,vol16_350.tif-1,False
PEDERSEN,vol16_350.tif-2,True
RUTGER,vol16_350.tif-3,True
CONSTITUTION,vol16_350.tif-4,True
PRINCESS,vol16_227.tif-4,True
PLYMOUTH,vol16_227.tif-3,True
GRAY,vol16_227.tif-2,True
CONSTITUTION,vol16_227.tif-1,True
PROSPECT,vol16_039.tif-1,True
ROGER,vol16_039.tif-2,True
ROGER,vol16_039.tif-3,True
JOHNS,vol16_039.tif-4,False
STIRLING,vol16_129.tif-2,True
PRIMROSE,vol16_129.tif-3,True
CONSTITUTION,vol16_024.tif-2,True
DEVILLES,vol16_024.tif-3,False
STONE,vol16_024.tif-1,True
TILBURY,vol16_024.tif-4,True
TENNANT,vol16_279.tif-2,True
ROGER,vol16_073.tif-4,True
ASPELING,vol16_073.tif-2,True
,vol16_073.tif-3,False
PONTIAC,vol16_073.tif-1,False
,vol16_273.tif-1,False
DUKE,vol16_273.tif-2,False
,vol16_273.tif-3,False
UPPER CANTEBURY,vol16_273.tif-4,False
CALLEGE,vol16_310.tif-4,False
CLATHAM,vol16_310.tif-1,False
DE VILLIER,vol16_310.tif-2,False
CALLEGE,vol16_310.tif-3,False
UPPER CHURCH,vol16_190.tif-2,False
JAMISON,vol16_287.tif-4,False
MCKENZIE,vol16_190.tif-4,True
RUSSELL,vol16_287.tif-2,True
ROCHESTER,vol16_161.tif-3,True
CROSS,vol16_141.tif-1,True
COFFEE,vol16_141.tif-2,False
WATERLOO,vol16_141.tif-3,True
LION,vol16_141.tif-4,False
,vol16_161.tif-1,False
CHAPEL,vol16_279.tif-1,True
,vol16_320.tif-1,False
SPRINGFELD,vol16_296.tif-3,False
QUEEN,vol16_296.tif-2,True
,vol16_296.tif-1,False
ARUNDEL,vol16_296.tif-4,True
AYRE,vol16_233.tif-4,True
LEWIS,vol16_233.tif-1,True
CALEDON,vol16_233.tif-2,True
LONGMARKET,vol16_233.tif-3,True
GODFREY,vol16_150.tif-4,True
DE VILLIERS,vol16_150.tif-2,True
SIR LOWRY,vol16_150.tif-3,True
SPRINGFIELD,vol16_150.tif-1,True
SIR LOWRY,vol16_320.tif-3,True
CANTERBURY,vol16_389.tif-4,False
GODFREY,vol16_389.tif-2,True
CALEDON,vol16_389.tif-3,True
KENT,vol16_389.tif-1,True
,vol16_110.tif-2,False
GRAND VUE,vol16_110.tif-3,False
COMBRINCK,vol16_110.tif-1,False
RAVENSCRAIG,vol16_110.tif-4,True
STONE,vol16_324.tif-2,True
MOUNT,vol16_324.tif-4,True
JOHNSON,vol16_250.tif-1,True
RIEBECK,vol16_250.tif-3,False
,vol16_250.tif-2,False
ECKARDT,vol16_250.tif-4,False
,vol16_195.tif-3,False
,vol16_195.tif-2,False
,vol16_195.tif-1,False
DORP,vol16_390.tif-3,False
CANTERBURY,vol16_037.tif-2,False
CALEDON,vol16_037.tif-3,True
STONE,vol16_195.tif-4,True
CONSTITUTION,vol16_193.tif-4,True
SACKVILLE,vol16_193.tif-1,False
,vol16_193.tif-3,False
CAMBRIDGE,vol16_193.tif-2,True
DE VILLIERS,vol16_318.tif-4,True
ASPELING,vol16_161.tif-4,True
FRERE,vol16_161.tif-2,True
SACKVILLE,vol16_318.tif-1,False
LOCK,vol16_318.tif-2,False
BROWN,vol16_318.tif-3,False
